,report,date_sampled,sample_id,lab,Matrix,Units,PFBS,PFDA,PFDoA,PFHpA,PFHxA,PFHxS,PFNA,PFOA,PFOS,PFTA,PFTrDA,PFUnA
0,1-0021289 - Northfield - Document_ID_613269 (1).pdf,06/22/21 11:14,119-CR-KIT SINK,Alpha,Dw,ng/l,2.08,0.296,0.298,0.1195,0.121,0.221,0.219,0.619,0.2265,0.19875,0.2335,0.197
1,1-0021289 - Northfield - Document_ID_613269.pdf,06/22/21 11:14,119-CR-KIT SINK,Alpha,Dw,ng/l,2.08,0.296,0.298,0.1195,0.121,0.221,0.219,0.619,0.2265,0.19875,0.2335,0.197
2,1-0021289 - Northfield - Document_ID_613379 (1).pdf,06/22/21 09:25,563-PMR-KIT SINK,Alpha,Dw,ng/l,8.8,0.296,0.298,2.7,1.88,0.221,0.219,17.7,0.2265,0.19875,0.2335,0.197
3,1-0021289 - Northfield - Document_ID_613379.pdf,06/22/21 09:25,563-PMR-KIT SINK,Alpha,Dw,ng/l,8.8,0.296,0.298,2.7,1.88,0.221,0.219,17.7,0.2265,0.19875,0.2335,0.197
4,1-0021289 - Northfield - Document_ID_613395 (1).pdf,06/22/21 14:26,20 RVD-KIT SINK,Alpha,Dw,ng/l,24.4,0.296,0.298,0.1195,0.121,0.221,0.219,0.287,0.2265,0.19875,0.2335,0.197
5,1-0021289 - Northfield - Document_ID_613395 (1).pdf,06/22/21 14:30,20-RVD-RAW,Alpha,Dw,ng/l,26.2,0.296,0.298,0.1195,0.121,0.221,0.219,1.26,0.917,0.19875,0.2335,0.197
6,1-0021289 - Northfield - Document_ID_613395.pdf,06/22/21 14:26,20 RVD-KIT SINK,Alpha,Dw,ng/l,24.4,0.296,0.298,0.1195,0.121,0.221,0.219,0.287,0.2265,0.19875,0.2335,0.197
7,1-0021289 - Northfield - Document_ID_613395.pdf,06/22/21 14:30,20-RVD-RAW,Alpha,Dw,ng/l,26.2,0.296,0.298,0.1195,0.121,0.221,0.219,1.26,0.917,0.19875,0.2335,0.197
8,1-0021289 - Northfield - Document_ID_613396 (1).pdf,06/22/21 13:35,23-RVD-KIT SINK,Alpha,Dw,ng/l,15.4,0.296,0.298,0.1195,2.89,0.221,0.219,0.287,0.2265,0.19875,0.2335,0.197
9,1-0021289 - Northfield - Document_ID_613396 (1).pdf,06/22/21 13:40,23-RVD-RAW,Alpha,Dw,ng/l,15.0,0.296,0.298,0.1195,3.02,0.221,0.219,0.287,0.2265,0.19875,0.2335,0.197
10,1-0021289 - Northfield - Document_ID_613396.pdf,06/22/21 13:35,23-RVD-KIT SINK,Alpha,Dw,ng/l,15.4,0.296,0.298,0.1195,2.89,0.221,0.219,0.287,0.2265,0.19875,0.2335,0.197
11,1-0021289 - Northfield - Document_ID_613396.pdf,06/22/21 13:40,23-RVD-RAW,Alpha,Dw,ng/l,15.0,0.296,0.298,0.1195,3.02,0.221,0.219,0.287,0.2265,0.19875,0.2335,0.197
12,1-0021289 - Northfield - Document_ID_613397 (1).pdf,06/22/21 10:08,34-RVD-KIT SINK,Alpha,Dw,ng/l,20.1,0.296,0.298,0.1195,0.121,0.221,0.219,1.34,0.2265,0.19875,0.2335,0.197
13,1-0021289 - Northfield - Document_ID_613397.pdf,06/22/21 10:08,34-RVD-KIT SINK,Alpha,Dw,ng/l,20.1,0.296,0.298,0.1195,0.121,0.221,0.219,1.34,0.2265,0.19875,0.2335,0.197
14,1-0021289 - Northfield - Document_ID_613399 (1).pdf,06/22/21 08:55,603-PMR-KIT-SINK,Alpha,Dw,ng/l,13.4,0.296,0.298,0.1195,0.121,0.221,0.219,0.287,0.2265,0.19875,0.2335,0.197
15,1-0021289 - Northfield - Document_ID_613399.pdf,06/22/21 08:55,603-PMR-KIT-SINK,Alpha,Dw,ng/l,13.4,0.296,0.298,0.1195,0.121,0.221,0.219,0.287,0.2265,0.19875,0.2335,0.197
16,1-0021289 - Northfield - Document_ID_624217 (1).pdf,09/07/21 11:52,6-RVD-KIT,Alpha,Dw,ng/l,24.4,0.296,0.298,0.1195,0.121,0.221,0.219,0.287,0.2265,0.19875,0.2335,0.197
17,1-0021289 - Northfield - Document_ID_624217.pdf,09/07/21 11:52,6-RVD-KIT,Alpha,Dw,ng/l,24.4,0.296,0.298,0.1195,0.121,0.221,0.219,0.287,0.2265,0.19875,0.2335,0.197
18,1-0021289 - Northfield - Document_ID_624219 (1).pdf,09/07/21 12:50,548-PMR-KIT,Alpha,Dw,ng/l,11.2,0.296,0.298,0.749,2.43,0.221,0.219,3.26,0.2265,0.19875,0.2335,0.197
19,1-0021289 - Northfield - Document_ID_624219.pdf,09/07/21 12:50,548-PMR-KIT,Alpha,Dw,ng/l,11.2,0.296,0.298,0.749,2.43,0.221,0.219,3.26,0.2265,0.19875,0.2335,0.197
20,11 Radford Road 2-14-20.pdf,2/14/2020,20B0847-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,2.7,2.3,1.005255403,1.0052348335,1.0052348335
21,16 Worcester Road 2-5-20.pdf,2/5/2020,20B0264-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,2.2,1.20092955,1.005255403,1.0052348335,1.0052348335
22,2-0020439 - Hudson - Document_ID_474340 DW A.pdf,10/15/18 08:05,115-PARMENTER-10152018,Alpha,Dw,ng/l,0.1305,0.296,0.298,0.1195,0.121,0.221,0.219,12.2,0.2265,0.19875,0.2335,0.197
23,2-0020439 - Hudson - Document_ID_474340 DW A.pdf,10/15/18 08:22,19-PARMENTER-10152018,Alpha,Dw,ng/l,12.3,0.296,0.298,3.36,0.121,0.221,0.219,27.7,0.2265,0.19875,0.2335,0.197
24,2-0020439 - Hudson - Document_ID_474340 DW A.pdf,10/15/18 09:04,27-PARMENTER-10152018,Alpha,Dw,ng/l,3.98,0.296,0.298,6.02,0.121,2.64,0.219,14.5,30.1,0.19875,0.2335,0.197
25,2-0020439 - Hudson - Document_ID_474340 DW A.pdf,10/15/18 09:25,81-PARMENTER-10152018,Alpha,Dw,ng/l,0.1305,0.296,0.298,3.24,0.121,0.221,0.219,20.5,0.2265,0.19875,0.2335,0.197
26,2-0020439 - Hudson - Document_ID_474340 DW A.pdf,10/15/18 09:25,other,Alpha,Dw,ng/l,0.1305,0.296,0.298,0.1195,0.121,0.221,0.219,9.26,0.2265,0.19875,0.2335,0.197
27,2-0020439 - Hudson - Document_ID_474340 DW A.pdf,10/15/18 09:44,58-PARMENTER-10152018,Alpha,Dw,ng/l,0.1305,0.296,0.298,0.1195,0.121,0.221,0.219,2.59,0.2265,0.19875,0.2335,0.197
28,2-0020439 - Hudson - Document_ID_474340 DW A.pdf,10/15/18 10:12,3-ANNIE-10152018,Alpha,Dw,ng/l,0.1305,0.296,0.298,2.82,0.121,3.26,2.42,7.12,2.84,0.19875,0.2335,0.197
29,2-0020439 - Hudson - Document_ID_474340 DW A.pdf,10/15/18 10:35,76-PARMENTER-10152018,Alpha,Dw,ng/l,0.1305,0.296,0.298,0.1195,0.121,0.221,0.219,5.74,0.2265,0.19875,0.2335,0.197
30,2-0020439 - Hudson - Document_ID_474340 DW A.pdf,10/15/18 10:51,50-PARMENTER-10152018,Alpha,Dw,ng/l,0.1305,0.296,0.298,0.1195,0.121,0.221,0.219,3.33,0.2265,0.19875,0.2335,0.197
31,2-0020439 - Hudson - Document_ID_474340 DW A.pdf,10/15/18 11:13,5-ANNIE-10152018,Alpha,Dw,ng/l,0.1305,0.296,0.298,0.1195,0.121,0.221,0.219,3.75,0.2265,0.19875,0.2335,0.197
32,2-0020439 - Hudson - Document_ID_474340 DW A.pdf,10/15/18 11:30,4-ANNIE-10152018,Alpha,Dw,ng/l,0.1305,0.296,0.298,0.1195,0.121,0.221,0.219,6.3,0.2265,0.19875,0.2335,0.197
33,2-0020439 - Hudson - Document_ID_474340 DW A.pdf,10/15/18 11:47,128-PARMENTER-10152018,Alpha,Dw,ng/l,0.1305,0.296,0.298,3.37,0.121,1.95,0.219,18.4,2.47,0.19875,0.2335,0.197
34,2-0020439 - Hudson - Document_ID_474340 DW A.pdf,10/15/18 12:49,78-PARMENTER-10152018,Alpha,Dw,ng/l,0.1305,0.296,0.298,0.1195,0.121,0.221,0.219,2.0,0.2265,0.19875,0.2335,0.197
35,2-0020439 - Hudson - Document_ID_474340 DW A.pdf,10/15/18 13:44,129-PARMENTER-10152018,Alpha,Dw,ng/l,0.1305,0.296,0.298,0.1195,0.121,0.221,0.219,7.5,0.2265,0.19875,0.2335,0.197
36,2-0020439 - Hudson - Document_ID_474340 DW A.pdf,10/15/18 14:03,75-PARMENTER-10152018,Alpha,Dw,ng/l,0.1305,0.296,0.298,0.1195,0.121,0.221,0.219,5.54,0.2265,0.19875,0.2335,0.197
37,2-0020439 - Hudson - Document_ID_474340 DW A.pdf,10/15/18 14:23,2-ANNIE-10152018,Alpha,Dw,ng/l,0.1305,0.296,0.298,2.01,0.121,0.221,0.219,10.8,0.2265,0.19875,0.2335,0.197
38,2-0020439 - Hudson - Document_ID_474340 DW B.pdf,10/26/18 11:03,104-PARMENTER-10262018,Alpha,Dw,ng/l,2.34,0.296,0.298,2.96,0.121,2.05,0.219,22.2,0.2265,0.19875,0.2335,0.197
39,2-0021075 - Stow - 25 Crescent 02-28-2020.pdf,02/20/20 12:10,25 CRESCENT ST,Alpha,Dw,ng/l,21.3,0.296,0.298,57.5,126.0,451.0,13.7,52.8,216.0,0.19875,0.2335,0.197
40,2-0021075 - Stow - 26 Crescent 03-02-2020.pdf,02/20/20 11:15,26 CRESCENT ST,Alpha,Dw,ng/l,5.42,0.296,0.298,10.5,30.2,18.4,0.219,10.3,4.32,0.19875,0.2335,0.197
41,2-0021075 - Stow - 31 Crescent 03-02-2020.pdf,02/20/20 15:00,31 CRESCENT ST,Alpha,Dw,ng/l,30.5,0.296,0.298,26.1,82.7,204.0,0.219,20.6,25.1,0.19875,0.2335,0.197
42,2-0021075 - Stow - 338 Great Rd 02-28-2020.pdf,02/20/20 13:15,338 GREAT RD,Alpha,Dw,ng/l,8.75,0.296,0.298,2.01,9.63,22.4,0.219,3.99,2.93,0.19875,0.2335,0.197
43,2-0021075 - Stow - 350 Great Rd 02-28-2020.pdf,02/20/20 14:05,350 GREAT RD,Alpha,Dw,ng/l,17.6,0.296,0.298,5.23,26.3,57.2,0.219,7.15,5.96,0.19875,0.2335,0.197
44,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,02/18/20,other,SGS,AQ - Ground Water,ng/l,12.5,7.4,0.355,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.6
45,2-0021075 - Stow - fmr fire station 16 Crescent Soil 1-30-2020.pdf,01/30/20,SB-2 (0-2'),SGS,SO - Soil,ng/g,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.5,0.355,0.355,0.355
46,2-0021075 Stow 10 Center rcvd 12-09-19.pdf,11/21/19,10 CENTER PL,SGS,DW - Drinking Water,ng/l,3.8,0.355,0.355,6.0,11.2,2.37,0.355,8.17,3.43,0.355,0.355,0.355
47,2-0021075 Stow 15 Center rcvd 12-09-19.pdf,11/21/19,15 CENTER PL,SGS,DW - Drinking Water,ng/l,6.48,0.355,0.355,5.0,15.4,23.4,0.355,6.57,10.0,0.355,0.355,0.355
48,2-0021075 Stow 18 Carriage rcvd 11-26-19 (7).pdf,11/14/19,18 CARRIAGE LN,SGS,DW - Drinking Water,ng/l,2.16,0.355,0.355,0.355,0.355,2.15,0.355,2.47,3.71,0.355,0.355,0.355
49,2-0021075 Stow 18 Center rcvd 12-05-19.pdf,11/20/19,18 CENTER ST,SGS,DW - Drinking Water,ng/l,4.1,0.355,0.355,8.82,12.9,2.15,0.355,11.4,5.51,0.355,0.355,0.355
50,2-0021075 Stow 19 Center rcvd 12-09-19.pdf,11/21/19,19 CENTER PL,SGS,DW - Drinking Water,ng/l,5.93,0.355,0.355,13.7,23.3,1.91,2.23,18.9,18.1,0.355,0.355,0.355
51,2-0021075 Stow 2 Box Hill rcvd 12-09-19.pdf,11/21/19,2 BOX HILL RD,SGS,DW - Drinking Water,ng/l,4.79,0.355,0.355,8.42,13.2,7.25,0.355,14.2,5.85,0.355,0.355,0.355
52,2-0021075 Stow 2 Crescent rcvd 12-06-19.pdf,11/19/19,2 CRESCENT,SGS,DW - Drinking Water,ng/l,7.3,0.355,0.355,34.6,149.0,17.3,0.355,17.6,4.66,0.355,0.355,0.355
53,2-0021075 Stow 21 Carriage rcvd 12-06-19.pdf,11/19/19,21 CARRIAGE LN,SGS,DW - Drinking Water,ng/l,3.65,0.355,0.355,0.355,0.355,0.355,0.355,4.56,3.91,0.355,0.355,0.355
54,2-0021075 Stow 22 Carriage rcvd 11-26-19 (8).pdf,11/14/19,22 CARRIAGE LN,SGS,DW - Drinking Water,ng/l,4.44,0.355,0.355,0.355,0.355,2.36,0.355,5.06,4.07,0.355,0.355,0.355
55,2-0021075 Stow 22 Gleasondale rcvd 12-18-2019.pdf,12/05/19,22 GLEASONDALE RD,SGS,DW - Drinking Water,ng/l,4.99,0.355,0.355,5.21,12.4,12.6,0.355,11.5,5.51,0.355,0.355,0.355
56,2-0021075 Stow 3 Carriage rcvd 11-26-19.pdf,11/14/19,3 CARRIAGE LN,SGS,DW - Drinking Water,ng/l,5.35,0.355,0.355,0.355,0.355,2.69,0.355,6.17,6.01,0.355,0.355,0.355
57,2-0021075 Stow 3 Center rcvd 12-05-19.pdf,11/20/19,3 CENTER ST,SGS,DW - Drinking Water,ng/l,46.2,0.355,0.355,23.1,84.0,174.0,0.355,16.1,28.0,0.355,0.355,0.355
58,2-0021075 Stow 356 Great Rd rcvd 12-05-19.pdf,11/20/19,356 GREAT RD,SGS,DW - Drinking Water,ng/l,33.0,0.355,0.355,25.4,79.1,136.0,0.355,14.6,33.8,0.355,0.355,0.355
59,2-0021075 Stow 358 Great Rd rcvd 12-05-19.pdf,11/20/19,358 GREAT RD,SGS,DW - Drinking Water,ng/l,44.5,0.355,0.355,23.1,82.3,172.0,0.355,16.0,28.1,0.355,0.355,0.355
60,2-0021075 Stow 36 Packard rcvd 11-27-19 (9).pdf,11/14/19,36 PACKARD RD,SGS,DW - Drinking Water,ng/l,0.355,0.355,0.355,2.1,0.355,0.355,0.355,4.43,4.11,0.355,0.355,0.355
61,2-0021075 Stow 360 Great Rd rcvd 12-09-19.pdf,11/21/19,360 GREAT RD,SGS,DW - Drinking Water,ng/l,48.9,0.355,0.355,18.6,85.1,175.0,0.355,19.3,23.0,0.355,0.355,0.355
62,2-0021075 Stow 368 Great Rd rcvd 12-09-19.pdf,11/21/19,368 GREAT RD,SGS,DW - Drinking Water,ng/l,27.7,0.355,0.355,12.8,56.7,98.7,0.355,15.1,23.1,0.355,0.355,0.355
63,2-0021075 Stow 388 Great Rd rcvd 12-05-19.pdf,11/20/19,388 GREAT RD,SGS,DW - Drinking Water,ng/l,8.27,0.355,0.355,10.0,19.5,3.76,0.355,12.8,3.46,0.355,0.355,0.355
64,2-0021075 Stow 394 Great Rd rcvd 12-09-19.pdf,11/21/19,394 GREAT RD,SGS,DW - Drinking Water,ng/l,3.14,0.355,0.355,4.72,8.82,2.11,0.355,8.2,2.4,0.355,0.355,0.355
65,2-0021075 Stow 398 Great Rd rcvd 12-09-19.pdf,11/21/19,398 GREAT RD,SGS,DW - Drinking Water,ng/l,3.27,0.355,0.355,6.81,12.1,1.96,0.355,9.85,5.79,0.355,0.355,0.355
66,2-0021075 Stow 4 Crescent rcvd 12-06-19.pdf,11/19/19,4 CRESCENT,SGS,DW - Drinking Water,ng/l,9.2,0.355,0.355,30.4,62.4,22.1,2.36,37.5,11.4,0.355,0.355,0.355
67,2-0021075 Stow 441 Great Rd rcvd 12-09-19.pdf,11/21/19,441 GREAT RD,SGS,DW - Drinking Water,ng/l,0.355,0.355,0.355,0.355,0.355,0.355,0.355,2.55,2.66,0.355,0.355,0.355
68,2-0021075 Stow 441 Great Rd rcvd 12-09-19.pdf,11/21/19,441 GREAT RD S,SGS,DW - Drinking Water,ng/l,1.96,0.355,0.355,0.355,0.355,0.355,0.355,4.9,4.3,0.355,0.355,0.355
69,2-0021075 Stow 45 Packard rcvd 11-25-19 (10).pdf,11/13/19,45 PACKARD RD,SGS,DW - Drinking Water,ng/l,4.32,0.355,0.355,2.08,0.355,0.355,0.355,6.45,4.62,0.355,0.355,0.355
70,2-0021075 Stow 5 Center rcvd 12-05-19.pdf,11/20/19,5 CENTER ST,SGS,DW - Drinking Water,ng/l,2.14,0.355,0.355,5.22,10.8,1.88,0.355,6.59,3.42,0.355,0.355,0.355
71,2-0021075 Stow 53 Packard rcvd 11-27-19 (4).pdf,11/14/19,53 PACKARD RD,SGS,DW - Drinking Water,ng/l,17.3,0.355,0.355,0.355,0.355,0.355,0.355,2.31,0.355,0.355,0.355,0.355
72,2-0021075 Stow 54 Packard rcvd 11-25-19 (11).pdf,11/13/19,54 PACKARD RD,SGS,DW - Drinking Water,ng/l,9.23,0.355,0.355,0.355,0.355,0.355,0.355,3.7,17.1,0.355,0.355,0.355
73,2-0021075 Stow 6 Crescent rcvd 12-06-19.pdf,11/19/19,6 CRESCENT RD,SGS,DW - Drinking Water,ng/l,14.8,0.355,0.355,39.3,106.0,67.4,0.355,16.0,6.29,0.355,0.355,0.355
74,2-0021075 Stow 6-8 Center rcvd 12-16-19.pdf,12/04/19,6-8 CENTER PL,SGS,DW - Drinking Water,ng/l,4.08,0.355,0.355,8.19,17.9,4.85,0.355,8.47,2.98,0.355,0.355,0.355
75,2-0021075 Stow 63 Packard rcvd 11-25-19 (1).pdf,11/13/19,63 PACKARD RD,SGS,DW - Drinking Water,ng/l,4.5,0.355,0.355,0.355,0.355,0.355,0.355,3.45,3.11,0.355,0.355,0.355
76,2-0021075 Stow 66 Packard rcvd 11-27-19 (5).pdf,11/14/19,66 PACKARD RD,SGS,DW - Drinking Water,ng/l,6.7,0.355,0.355,3.2,5.9,2.35,0.355,8.54,11.2,0.355,0.355,0.355
77,2-0021075 Stow 69 Packard rcvd 11-25-19 (2).pdf,11/13/19,69 PACKARD RD,SGS,DW - Drinking Water,ng/l,5.3,0.355,0.355,0.355,0.355,0.355,0.355,4.34,3.63,0.355,0.355,0.355
78,2-0021075 Stow 7 Center rcvd 12-09-19.pdf,11/21/19,7 CENTER PL,SGS,DW - Drinking Water,ng/l,11.0,0.355,0.355,10.1,27.4,30.3,0.355,10.1,5.62,0.355,0.355,0.355
79,2-0021075 Stow 7 Packard rcvd 12-06-19.pdf,11/19/19,7 PACKARD RD,SGS,DW - Drinking Water,ng/l,0.355,0.355,0.355,6.5,18.7,4.22,0.355,5.45,4.52,0.355,0.355,0.355
80,2-0021075 Stow 72 Boxboro Rd rcvd 12-09-19.pdf,11/21/19,72 BOXBORO RD,SGS,DW - Drinking Water,ng/l,3.87,0.355,0.355,5.77,17.1,5.12,0.355,12.1,8.02,0.355,0.355,0.355
81,2-0021075 Stow 72 Packard rcvd 11-25-19 (3).pdf,11/13/19,72 PACKARD RD,SGS,DW - Drinking Water,ng/l,6.8,0.355,0.355,2.77,5.15,2.61,0.355,8.74,8.52,0.355,0.355,0.355
82,2-0021075 Stow 84 Boxboro Rd rcvd 12-16-19.pdf,12/04/19,84 BOXBORO RD,SGS,DW - Drinking Water,ng/l,1.95,0.355,0.355,0.355,0.355,4.78,0.355,0.355,2.99,0.355,0.355,0.355
83,20L1072_2 Contest_Final 01 04 21 1539.pdf,12/16/2020,20L1072-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,1.0052348335,2.3,1.005255403,1.0052348335,1.0052348335
84,21A0857_2 Contest_Final 02 05 21 1017.pdf,1/18/2021,21A0857-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,2.1,1.0052348335,1.0052348335,1.20092955,1.005255403,1.0052348335,1.0052348335
85,21A0858_2 Contest_Final 02 09 21 1551.pdf,1/20/2021,21A0858-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,6.0,4.3,1.005255403,1.0052348335,1.0052348335
86,21A0862_2 Contest_Final 02 09 21 1553.pdf,1/20/2021,21A0862-01,Con-Test,Drinking Water,ng/l,6.6,1.0052348335,1.0052348335,1.0052348335,3.6,9.4,1.0052348335,8.9,5.0,1.005255403,1.0052348335,1.0052348335
87,21A0863_2 Contest_Final 02 09 21 1554.pdf,1/20/2021,21A0863-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,2.6,1.0052348335,1.0052348335,2.5,1.005255403,1.0052348335,1.0052348335
88,21A0865_2 Contest_Final 02 15 21 0942.pdf,1/19/2021,21A0865-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,1.0052348335,2.0,1.005255403,1.0052348335,1.0052348335
89,21A0866_2 Contest_Final 02 09 21 1555.pdf,1/20/2021,21A0866-01,Con-Test,Drinking Water,ng/l,2.7,1.0052348335,1.0052348335,1.0052348335,1.0052348335,4.4,1.0052348335,2.2,1.20092955,1.005255403,1.0052348335,1.0052348335
90,21A0867_2 Contest_Final 02 05 21 1018.pdf,1/18/2021,21A0867-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,3.9,2.7,1.005255403,1.0052348335,1.0052348335
91,21A0869_2 Contest_Final 02 05 21 1022.pdf,1/18/2021,21A0869-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,2.5,2.5,1.0756849315,1.0052348335,2.4,1.20092955,1.005255403,1.0052348335,1.0052348335
92,21A0872_2 Contest_Final 02 05 21 1020.pdf,1/17/2021,21A0872-01,Con-Test,Drinking Water,ng/l,2.1,1.0052348335,1.0052348335,6.0,4.1,1.0756849315,1.0052348335,20.0,12.0,1.005255403,1.0052348335,1.0052348335
93,21A0872_2 Contest_Final 02 05 21 1020.pdf,1/17/2021,21A0872-02,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,3.3,3.3,1.005255403,1.0052348335,1.0052348335
94,21A0876_2 Contest_Final 02 09 21 1556.pdf,1/20/2021,21A0876-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,1.0052348335,2.1,1.005255403,1.0052348335,1.0052348335
95,21A0879_2 Contest_Final 03 08 21 1225.pdf,1/19/2021,21A0879-01,Con-Test,Drinking Water,ng/l,38.0,1.0052348335,1.0052348335,4.8,11.0,250.0,1.0052348335,17.0,150.0,1.005255403,1.0052348335,1.0052348335
96,21A0880_2 Contest_Final 02 26 21 1310.pdf,1/19/2021,21A0880-01,Con-Test,Drinking Water,ng/l,3.4,1.0052348335,1.0052348335,1.0052348335,1.0052348335,11.0,1.0052348335,1.0052348335,5.0,1.005255403,1.0052348335,1.0052348335
97,21A0957_2 Contest_Final 02 16 21 1525.pdf,1/21/2021,21A0957-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,3.2,1.20092955,1.005255403,1.0052348335,1.0052348335
98,21A1036_2 Contest_Final 02 12 21 0807.pdf,1/21/2021,21A1036-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,2.5,1.20092955,1.005255403,1.0052348335,1.0052348335
99,21A1040_2 Contest_Final 02 16 21 1527.pdf,1/21/2021,21A1040-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,2.3,1.0052348335,1.0756849315,1.0052348335,6.7,8.7,1.005255403,1.0052348335,1.0052348335
100,21A1041_2 Contest_Final 02 25 21 1257.pdf,1/21/2021,21A1041-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,2.0,1.0052348335,1.0756849315,1.0052348335,4.8,3.0,1.005255403,1.0052348335,1.0052348335
101,21A1042_2 Contest_Final 02 12 21 0811.pdf,1/21/2021,21A1042-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,3.3,3.3,1.005255403,1.0052348335,1.0052348335
102,21A1046_2 Contest_Final 02 26 21 1311.pdf,1/21/2021,21A1046-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,1.0052348335,2.5,1.005255403,1.0052348335,1.0052348335
103,21A1047_2 Contest_Final 02 26 21 1311.pdf,1/21/2021,21A1047-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,3.3,1.0756849315,1.0052348335,2.3,1.20092955,1.005255403,1.0052348335,1.0052348335
104,21A1048_2 Contest_Final 02 26 21 1312.pdf,1/21/2021,21A1048-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,3.9,2.4,1.005255403,1.0052348335,1.0052348335
105,21A1049_2 Contest_Final 02 26 21 1313.pdf,1/21/2021,21A1049-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,2.3,2.1,1.005255403,1.0052348335,1.0052348335
106,21A1050_2 Contest_Final 02 25 21 1258.pdf,1/21/2021,21A1050-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,4.8,3.8,1.005255403,1.0052348335,1.0052348335
107,21A1142_2 Contest_Final 02 23 21 1333.pdf,1/22/2021,21A1142-01,Con-Test,Drinking Water,ng/l,3.1,1.0052348335,1.0052348335,3.4,2.4,1.0756849315,1.0052348335,10.0,11.0,1.005255403,1.0052348335,1.0052348335
108,21A1143_2 Contest_Final 02 23 21 1633.pdf,1/22/2021,21A1143-01,Con-Test,Drinking Water,ng/l,2.8,1.0052348335,1.0052348335,2.3,2.4,3.0,1.0052348335,6.4,5.7,1.005255403,1.0052348335,1.0052348335
109,21A1147_2 Contest_Final 02 26 21 1317.pdf,1/21/2021,21A1147-01,Con-Test,Drinking Water,ng/l,2.2,1.0052348335,1.0052348335,1.0052348335,1.0052348335,3.8,1.0052348335,2.3,2.1,1.005255403,1.0052348335,1.0052348335
110,21A1148_2 Contest_Final 02 23 21 1333.pdf,1/22/2021,21A1148-01,Con-Test,Drinking Water,ng/l,2.6,1.0052348335,1.0052348335,2.4,2.4,1.0756849315,1.0052348335,6.0,5.7,1.005255403,1.0052348335,1.0052348335
111,21A1149_2 Contest_Final 02 23 21 1334.pdf,1/22/2021,21A1149-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,1.0052348335,2.0,1.005255403,1.0052348335,1.0052348335
112,21A1150_2 Contest_Final 02 25 21 1313.pdf,1/22/2021,21A1150-01,Con-Test,Drinking Water,ng/l,2.4,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,1.0052348335,1.20092955,1.005255403,1.0052348335,1.0052348335
